"isqno","atp_number","start_time_min","start_time_max","end_time_min","end_time_max","duration"
577,1,1973-10-16 12:00:00,1973-10-16 12:00:00,1973-10-16 12:00:00,1973-10-16 12:00:00,
577,2,1973-10-16 14:00:00,1973-10-16 14:00:00,1973-10-16 14:00:00,1973-10-16 14:00:00,
577,3,1973-10-17 02:30:00,1973-10-17 02:30:00,1973-10-17 02:30:00,1973-10-17 02:30:00,
578,1,1973-10-18 05:45:00,1973-10-18 05:45:00,1973-10-18 05:45:00,1973-10-18 05:45:00,
579,1,1973-10-19 06:00:00,1973-10-19 06:00:00,1973-10-19 06:00:00,1973-10-19 06:00:00,
579,2,1973-10-20 06:00:00,1973-10-20 06:00:00,1973-10-20 06:00:00,1973-10-20 06:00:00,
579,3,1973-10-21 06:00:00,1973-10-21 06:00:00,1973-10-21 06:00:00,1973-10-21 06:00:00,
579,4,1973-10-22 06:00:00,1973-10-22 06:00:00,1973-10-22 06:00:00,1973-10-22 06:00:00,
580,1,1973-10-19 06:30:00,1973-10-19 06:30:00,1973-10-19 06:30:00,1973-10-19 06:30:00,
580,2,1973-10-20 07:30:00,1973-10-20 07:30:00,1973-10-20 07:30:00,1973-10-20 07:30:00,
580,3,1973-10-21 06:00:00,1973-10-21 06:00:00,1973-10-21 06:00:00,1973-10-21 06:00:00,
581,1,1973-10-22 05:00:00,1973-10-22 05:00:00,1973-10-22 05:00:00,1973-10-22 05:00:00,
582,1,1973-10-23 06:30:00,1973-10-23 06:30:00,1973-10-23 06:30:00,1973-10-23 06:30:00,
582,2,1973-10-24 05:20:00,1973-10-24 05:20:00,1973-10-24 05:20:00,1973-10-24 05:20:00,
583,1,1973-10-23 15:00:00,1973-10-23 15:00:00,1973-10-23 15:00:00,1973-10-23 15:00:00,
583,2,1973-10-24 05:20:00,1973-10-24 05:20:00,1973-10-24 05:20:00,1973-10-24 05:20:00,
584,1,1973-10-23 00:00:00,1973-10-24 00:00:00,1973-10-23 00:00:00,1973-10-24 00:00:00,
585,1,1973-10-06 00:00:00,1973-10-07 00:00:00,1973-10-06 00:00:00,1973-10-07 00:00:00,
586,1,1973-10-06 14:05:00,1973-10-06 14:05:00,1973-10-06 14:05:00,1973-10-06 14:05:00,
586,2,1973-10-07 08:00:00,1973-10-07 08:00:00,1973-10-07 08:00:00,1973-10-07 08:00:00,
586,3,1973-10-07 22:00:00,1973-10-07 22:00:00,1973-10-07 22:00:00,1973-10-07 22:00:00,
587,1,1973-10-06 14:05:00,1973-10-06 14:05:00,1973-10-06 14:05:00,1973-10-06 14:05:00,
588,1,1973-10-07 00:00:00,1973-10-08 00:00:00,1973-10-07 00:00:00,1973-10-08 00:00:00,
589,1,1973-10-07 13:15:00,1973-10-07 13:15:00,1973-10-07 13:15:00,1973-10-07 13:15:00,
589,2,1973-10-08 06:00:00,1973-10-08 06:00:00,1973-10-08 06:00:00,1973-10-08 06:00:00,
590,1,1973-10-08 00:00:00,1973-10-09 00:00:00,1973-10-08 00:00:00,1973-10-09 00:00:00,
591,1,1973-10-08 06:00:00,1973-10-08 06:00:00,1973-10-08 06:00:00,1973-10-08 06:00:00,
591,2,1973-10-09 06:00:00,1973-10-09 06:00:00,1973-10-09 06:00:00,1973-10-09 06:00:00,
591,3,1973-10-10 06:00:00,1973-10-10 06:00:00,1973-10-10 06:00:00,1973-10-10 06:00:00,
592,1,1973-10-08 00:00:00,1973-10-09 00:00:00,1973-10-08 00:00:00,1973-10-09 00:00:00,
593,1,1973-10-08 00:00:00,1973-10-09 00:00:00,1973-10-08 00:00:00,1973-10-09 00:00:00,
594,1,1973-10-11 11:00:00,1973-10-11 11:00:00,1973-10-11 11:00:00,1973-10-11 11:00:00,
594,2,1973-10-12 11:00:00,1973-10-12 11:00:00,1973-10-12 11:00:00,1973-10-12 11:00:00,
594,3,1973-10-13 16:30:00,1973-10-13 16:30:00,1973-10-13 16:30:00,1973-10-13 16:30:00,
595,1,1973-10-11 00:00:00,1973-10-12 00:00:00,1973-10-11 00:00:00,1973-10-12 00:00:00,
596,1,1973-10-13 03:00:00,1973-10-13 03:00:00,1973-10-13 03:00:00,1973-10-13 03:00:00,
597,1,1973-10-15 16:00:00,1973-10-15 16:00:00,1973-10-15 16:00:00,1973-10-15 16:00:00,
598,1,1973-10-16 05:00:00,1973-10-16 05:00:00,1973-10-16 05:00:00,1973-10-16 05:00:00,
598,2,1973-10-16 10:00:00,1973-10-16 10:00:00,1973-10-16 10:00:00,1973-10-16 10:00:00,
599,1,1973-10-19 06:00:00,1973-10-19 06:00:00,1973-10-19 06:00:00,1973-10-19 06:00:00,
600,1,1973-10-21 14:00:00,1973-10-21 14:00:00,1973-10-21 14:00:00,1973-10-21 14:00:00,
601,1,1973-10-22 00:00:00,1973-10-23 00:00:00,1973-10-22 00:00:00,1973-10-23 00:00:00,
602,1,1943-02-14 00:00:00,1943-02-15 00:00:00,1943-02-14 00:00:00,1943-02-15 00:00:00,
603,1,1943-02-15 00:00:00,1943-02-16 00:00:00,1943-02-15 00:00:00,1943-02-16 00:00:00,
604,1,1943-02-19 00:00:00,1943-02-20 00:00:00,1943-02-19 00:00:00,1943-02-20 00:00:00,
605,1,1944-01-20 00:00:00,1944-01-21 00:00:00,1944-01-20 00:00:00,1944-01-21 00:00:00,
606,1,1944-01-21 00:00:00,1944-01-22 00:00:00,1944-01-21 00:00:00,1944-01-22 00:00:00,
607,1,1944-01-20 00:00:00,1944-01-21 00:00:00,1944-01-20 00:00:00,1944-01-21 00:00:00,
608,1,1944-01-21 00:00:00,1944-01-22 00:00:00,1944-01-21 00:00:00,1944-01-22 00:00:00,
609,1,1944-02-16 00:00:00,1944-02-17 00:00:00,1944-02-16 00:00:00,1944-02-17 00:00:00,
610,1,1944-02-16 00:00:00,1944-02-17 00:00:00,1944-02-16 00:00:00,1944-02-17 00:00:00,
611,1,1944-02-16 00:00:00,1944-02-17 00:00:00,1944-02-16 00:00:00,1944-02-17 00:00:00,
612,1,1944-08-07 00:00:00,1944-08-08 00:00:00,1944-08-07 00:00:00,1944-08-08 00:00:00,
613,1,1944-08-07 00:00:00,1944-08-08 00:00:00,1944-08-07 00:00:00,1944-08-08 00:00:00,
614,1,1944-11-02 00:00:00,1944-11-03 00:00:00,1944-11-02 00:00:00,1944-11-03 00:00:00,
615,1,1944-11-02 00:00:00,1944-11-03 00:00:00,1944-11-02 00:00:00,1944-11-03 00:00:00,
616,1,1944-11-02 00:00:00,1944-11-03 00:00:00,1944-11-02 00:00:00,1944-11-03 00:00:00,
617,1,1944-12-13 00:00:00,1944-12-14 00:00:00,1944-12-13 00:00:00,1944-12-14 00:00:00,
618,1,1944-12-17 00:00:00,1944-12-18 00:00:00,1944-12-17 00:00:00,1944-12-18 00:00:00,
619,1,1944-12-17 00:00:00,1944-12-18 00:00:00,1944-12-17 00:00:00,1944-12-18 00:00:00,
620,1,1944-12-16 00:00:00,1944-12-17 00:00:00,1944-12-16 00:00:00,1944-12-17 00:00:00,
621,1,1944-12-16 00:00:00,1944-12-17 00:00:00,1944-12-16 00:00:00,1944-12-17 00:00:00,
622,1,1944-12-16 00:00:00,1944-12-17 00:00:00,1944-12-16 00:00:00,1944-12-17 00:00:00,
623,1,1944-12-16 00:00:00,1944-12-17 00:00:00,1944-12-16 00:00:00,1944-12-17 00:00:00,
624,1,1944-12-16 00:00:00,1944-12-17 00:00:00,1944-12-16 00:00:00,1944-12-17 00:00:00,
625,1,1944-12-16 00:00:00,1944-12-17 00:00:00,1944-12-16 00:00:00,1944-12-17 00:00:00,
626,1,1950-09-16 00:00:00,1950-09-17 00:00:00,1950-09-16 00:00:00,1950-09-17 00:00:00,36
627,1,1950-09-18 00:00:00,1950-09-19 00:00:00,1950-09-18 00:00:00,1950-09-19 00:00:00,
628,1,1950-09-22 00:00:00,1950-09-23 00:00:00,1950-09-22 00:00:00,1950-09-23 00:00:00,
629,1,1950-09-25 00:00:00,1950-09-26 00:00:00,1950-09-25 00:00:00,1950-09-26 00:00:00,
630,1,1951-02-07 00:00:00,1951-02-08 00:00:00,1951-02-07 00:00:00,1951-02-08 00:00:00,
631,1,1951-03-07 00:00:00,1951-03-08 00:00:00,1951-03-07 00:00:00,1951-03-08 00:00:00,
632,1,1951-04-03 00:00:00,1951-04-04 00:00:00,1951-04-03 00:00:00,1951-04-04 00:00:00,
633,1,1951-04-20 00:00:00,1951-04-21 00:00:00,1951-04-20 00:00:00,1951-04-21 00:00:00,
634,1,1951-04-23 00:00:00,1951-04-24 00:00:00,1951-04-23 00:00:00,1951-04-24 00:00:00,
635,1,1951-06-01 00:00:00,1951-06-02 00:00:00,1951-06-01 00:00:00,1951-06-02 00:00:00,
636,1,1951-06-03 00:00:00,1951-06-04 00:00:00,1951-06-03 00:00:00,1951-06-04 00:00:00,
637,1,1944-05-01 00:00:00,1944-05-02 00:00:00,1944-05-01 00:00:00,1944-05-02 00:00:00,
638,1,1948-06-06 00:00:00,1948-06-07 00:00:00,1948-06-06 00:00:00,1948-06-07 00:00:00,
639,1,1948-07-09 00:00:00,1948-07-10 00:00:00,1948-07-09 00:00:00,1948-07-10 00:00:00,
640,1,1948-10-28 00:00:00,1948-10-29 00:00:00,1948-10-28 00:00:00,1948-10-29 00:00:00,
641,1,1967-06-10 00:00:00,1967-06-11 00:00:00,1967-06-10 00:00:00,1967-06-11 00:00:00,
642,1,1967-06-10 00:00:00,1967-06-11 00:00:00,1967-06-10 00:00:00,1967-06-11 00:00:00,
643,1,1967-06-10 00:00:00,1967-06-11 00:00:00,1967-06-10 00:00:00,1967-06-11 00:00:00,
644,1,1944-05-03 00:00:00,1944-05-04 00:00:00,1944-05-03 00:00:00,1944-05-04 00:00:00,
645,1,1982-06-08 00:00:00,1982-06-09 00:00:00,1982-06-08 00:00:00,1982-06-09 00:00:00,
646,1,1948-05-13 00:00:00,1948-05-14 00:00:00,1948-05-13 00:00:00,1948-05-14 00:00:00,
647,1,1948-07-14 00:00:00,1948-07-15 00:00:00,1948-07-14 00:00:00,1948-07-15 00:00:00,
648,1,1948-12-25 00:00:00,1948-12-26 00:00:00,1948-12-25 00:00:00,1948-12-26 00:00:00,
649,1,1948-12-28 00:00:00,1948-12-29 00:00:00,1948-12-28 00:00:00,1948-12-29 00:00:00,
650,1,1956-10-30 00:00:00,1956-10-31 00:00:00,1956-10-30 00:00:00,1956-10-31 00:00:00,
651,1,1956-11-01 00:00:00,1956-11-02 00:00:00,1956-11-01 00:00:00,1956-11-02 00:00:00,
652,1,1956-11-01 00:00:00,1956-11-02 00:00:00,1956-11-01 00:00:00,1956-11-02 00:00:00,
653,1,1956-11-02 00:00:00,1956-11-03 00:00:00,1956-11-02 00:00:00,1956-11-03 00:00:00,20
654,1,1972-03-30 00:00:00,1972-03-31 00:00:00,1972-03-30 00:00:00,1972-03-31 00:00:00,
655,1,1948-04-21 00:00:00,1948-04-22 00:00:00,1948-04-21 00:00:00,1948-04-22 00:00:00,
656,1,1948-07-09 00:00:00,1948-07-10 00:00:00,1948-07-09 00:00:00,1948-07-10 00:00:00,
657,1,1940-05-10 00:00:00,1940-05-11 00:00:00,1940-05-10 00:00:00,1940-05-11 00:00:00,
658,1,1940-05-13 00:00:00,1940-05-14 00:00:00,1940-05-13 00:00:00,1940-05-14 00:00:00,
659,1,1940-05-21 00:00:00,1940-05-22 00:00:00,1940-05-21 00:00:00,1940-05-22 00:00:00,
660,1,1940-06-01 00:00:00,1940-06-02 00:00:00,1940-06-01 00:00:00,1940-06-02 00:00:00,
