"ISQNO","WAR","NAME","LOCN","CAMPGN","NAMA","COA","NAMD","COD","WOFA1","WOFD1","YR1","MO1","DA1","HR1","WOFA2","WOFD2","YR2","MO2","DA2","HR2","WOFA3","WOFD3","YR3","MO3","DA3","HR3","POSTYPE","POST1","POST2","FRONT","DEPTH","TIME","TERRA1","TERRA2","WX1","WX2","WX3","SURPA","AEROA","STRA","CODEA","INTSTA","RERPA","CASA","FINSTA","STRD","CODED","INTSTD","RERPD","CASD","FINSTD","CAVA","TANKA","LTA","MBTA","ARTYA","FLYA","CTANKA","CARTYA","CFLYA","CAVD","TANKD","LTD","MBTD","ARTYD","FLYD","CTANKD","CARTYD","CFLYD","CEA","LEADA","TRNGA","MORALA","LOGSA","MOMNTA","INTELA","TECHA","INITA","WINA","KMDA","ACHA","ACHD","CRIT","QUALA","RESA","MOBILA","AIRA","FPREPA","WXA","TERRA","LEADAA","PLANA","SURPAA","MANA","LOGSAA","FORTSA","DEEPA","PRIA1","PRIA2","PRIA3","SECA1","SECA2","SECA3","RESOA1","RESOA2","RESOA3","PRID1","PRID2","PRID3","SECD1","SECD2","SECD3","RESOD1","RESOD2","RESOD3","STRAPL","STRAMI","CASAPL","CASAMI","STRDPL","STRDMI","CASDPL","CASDMI","NOATP","ATPBYR1","ATPBMN1","ATPBDA1","ATPBHR1","ATPEYR1","ATPEMN1","ATPEDA1","ATPEHR1","ATPBYR2","ATPBMN2","ATPBDA2","ATPBHR2","ATPEYR2","ATPEMN2","ATPEDA2","ATPEHR2","ATPBYR3","ATPBMN3","ATPBDA3","ATPBHR3","ATPEYR3","ATPEMN3","ATPEDA3","ATPEHR3","ATPBYR4","ATPBMN4","ATPBDA4","ATPBHR4","ATPEYR4","ATPEMN4","ATPEDA4","ATPEHR4","ATPBYR5","ATPBMN5","ATPBDA5","ATPBHR5","ATPEYR5","ATPEMN5","ATPEDA5","ATPEHR5","ATPBYR6","ATPBMN6","ATPBDA6","ATPBHR6","ATPEYR6","ATPEMN6","ATPEDA6","ATPEHR6","ATPBYR7","ATPBMN7","ATPBDA7","ATPBHR7","ATPEYR7","ATPEMN7","ATPEDA7","ATPEHR7","ATPBYR8","ATPBMN8","ATPBDA8","ATPBHR8","ATPEYR8","ATPEMN8","ATPEDA8","ATPEHR8","ATPBYR9","ATPBMN9","ATPBDA9","ATPBHR9","ATPEYR9","ATPEMN9","ATPEDA9","ATPEHR9","ATPBYR10","ATPBMN10","ATPBDA10","ATPBHR10","ATPEYR10","ATPEMN10","ATPEDA10","ATPEHR10","INSTA","INSTD","CAMPAGN"
597,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","KFAR SHAMS-TEL ANTAR","SYRIA","GOLAN","IS 240TH ARMD DIV(-)","MG LANER","IS 3RD ARMD DIV","BG LAFTA",20,20,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"GB0","RB0","DSHFT","00000","00000",2,1,"11000",1,"11000",0,"100","10900","12000",1,"12000",0,"200","11800",0,212,20,192,40,30,6,-1,-1,0,269,15,254,70,20,34,-1,-1,2,2,2,0,0,0,1,0,1,1,5,8,2,1,2,0,0,0,0,0,0,1,0,1,1,0,0,0,"EE","RF","00","00","00","00","PP","SS","00","DD","00","00","00","00",0,"SS","00","00",15,-15,15,-15,15,-15,15,-15,1,1973,10,15,1600,1973,10,15,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GOLAN 1973"
598,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","NABA","SYRIA","GOLAN","JOR 40TH ARMD BDE(+)","BG EL MAJALI","IS 240TH ARMD DIV","MG LANER",9,9,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"PD","OO",0,0,0,"GB0","RB0","DSHFT","00000","00000",0,-1,"11500",1,"11500",0,"450","11050","11000",1,"11000",0,"100","10900",0,269,9,260,48,50,57,-1,-1,0,212,20,192,48,50,8,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,2,8,1,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,"FF","00","00","EE","LR","00","RR","00","00","DD","00","00","00","00",0,"SS","00","00",15,-15,15,-15,15,-15,15,-15,2,1973,10,16,500,1973,10,16,900,1973,10,16,1000,1973,10,16,1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GOLAN 1973"
599,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB COUNTEROFFENSIVE","SYRIA","GOLAN","SYR 9TH INF DIV(-)(+)","COL TOURKMANI","IS 146TH ARMD DIV","MG PELED",25,25,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"PD","OO",0,0,0,"GB0","RB0","DSHFT","00000","00000",0,-1,"35750",1,"35750",0,"550","35200","16100",1,"16100",0,"160","15940",0,566,22,544,198,50,67,-1,-1,0,270,30,240,60,50,10,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,2,8,1,-2,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,"FF","00","00","00","00","00","RR","WD","00","DD","00","00","00","00",0,"SS","00","00",15,-15,15,-15,15,-15,15,-15,1,1973,10,19,600,1973,10,19,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GOLAN 1973"
600,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","MOUNT HERMON II","SYRIA","GOLAN","IS GOLANI BDE","COL DRORI","SYR PARA BDE","?",1,1,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"FD","OO",0,0,0,"GM0","000","DSHFT","00000","00000",0,1,"5700",1,"5700",0,"150","5550","4750",1,"4750",0,"200","4550",0,0,0,0,12,30,0,-1,-1,0,0,0,0,27,30,0,-1,-1,1,1,1,0,0,0,0,0,1,-1,0,3,6,1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,"FF","00","00","00","00","00","RR","WD","00","DD","00","00","00","00",0,"00","00","00",15,-15,15,-15,15,-15,15,-15,1,1973,10,21,1400,1973,10,21,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GOLAN 1973"
601,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","MOUNT HERMON III","SYRIA","GOLAN","IS GOLANI BDE(+)","COL DRORI","SYR PARA BDE","?",2,2,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"FD","OO",0,0,0,"GM0","000","DSHFT","00000","00000",0,1,"11400",1,"11400",0,"100","11300","4750",1,"4750",0,"250","4500",0,0,0,0,24,60,0,-1,-1,0,0,0,0,27,30,0,-1,-1,1,1,1,0,0,0,0,0,1,1,5,7,3,1,1,0,0,0,0,0,-1,1,1,0,1,0,-1,0,"FF","EE","RR","00","00","00","BB","00","00","DD","00","00","00","00",0,"WD","00","00",,,,,,,,,1,1973,10,22,9999,1973,10,22,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GOLAN 1973"
602,"WORLD WAR II","SIDI BOU ZID I","TUNISIA","NORTHWEST AFRICA","GER ELMS 10TH AND 21ST PNZR DIV","GEN ZIEGLER","US CCA, 1ST ARM DIV (+)","BG MCQUILLION",22,22,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"FB0","GB0","DSCWD","00000","00000",2,1,"6400",1,"6400",0,"20","6380","5333",1,"5333",0,"920","4413",0,135,0,135,35,180,0,0,-1,0,69,16,53,47,0,48,35,-1,1,1,1,0,0,1,-1,0,1,1,16,8,3,0,1,1,1,2,1,0,-1,0,2,1,2,0,0,1,"DE","00","00","00","00","00","PP","00","00","DO","FF","00","00","00",0,"RR","WL","00",,,,,,,,,1,1943,2,14,9999,1943,2,14,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,"WORLD WAR II","SIDI BOU ZID II","TUNISIA","NORTHWEST AFRICA","US CC C, 1ST ARMD DIV","COL STACK","GER ELMS 10TH AND 21ST PD","GEN ZIEGLER",4,4,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"FB0","GB0","D0CWD","00000","00000",0,-1,"2738",1,"2738",0,"367","2371","8380",1,"8380",0,"50","8330",0,66,0,66,26,0,48,4,-1,0,135,0,135,35,125,10,0,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,0,2,9,0,-1,-1,0,-1,-1,0,-1,0,-1,0,-1,0,0,-1,"FF","00","00","00","00","00","PP","RR","WL","DO","DE","00","00","00",0,"PP","00","00",,,,,,,,,1,1943,2,15,9999,1943,2,15,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,"WORLD WAR II","KASSERINE PASS","TUNISIA","NORTHWEST AFRICA","GER AFRIKA KORPS (-)","FM ROMMEL","US 26TH RCT (-)(+)","COL STARK",4,4,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"GB0","000","WHCWD","00000","00000",0,1,"7000",1,"7000",0,"200","6800","5303",1,"5303",0,"527","4776",0,54,24,30,46,0,2,-1,-1,0,13,0,13,30,0,4,8,-1,1,1,1,1,0,1,1,0,1,1,3,7,3,0,2,1,1,0,0,0,-1,1,2,0,1,0,-1,1,"FF","00","00","DE","00","00","RR","PP","PS","DD","00","00","00","00",0,"WD","00","00",,,,,,,,,1,1943,2,19,9999,1943,2,20,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,"WORLD WAR II","RAPIDO NORTH I","ITALY","CASSINO","US 141ST RCT (+), 36TH INF DIV","COL WYATT","GER 1ST/129TH PGR, 15TH PGD","GEN RODT",1,1,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"FD","OO",0,0,0,"FB0","FM0","W0CWT","00000","00000",0,1,"8000",1,"8000",0,"408","7592","2200",1,"2200",0,"13","2187",0,50,0,50,105,0,0,-1,-1,0,14,0,14,42,0,0,-1,-1,0,-1,0,0,1,0,-1,0,-1,-1,0.7,2,8,0,0,-2,0,0,1,-1,-2,-1,-2,0,-1,0,-2,-1,"FF","RC","00","00","00","00","PP","SS","WL","DO","DE","00","00","00",0,"PP","00","00",,,,,,,,,1,1944,1,20,9999,1944,1,20,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,"WORLD WAR II","RAPIDO NORTH II","ITALY","CASSINO","US 141ST RCT (+), 36TH INF DIV","COL WYATT","GER 1ST/129TH PGR, 15TH PGD","GEN RODT",1,1,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"FD","OO",0,0,0,"FB0","FM0","W0CWT","00000","00000",0,1,"7600",1,"7600",0,"666","6934","2200",1,"2200",0,"13","2187",0,50,0,50,105,0,0,-1,-1,0,14,0,14,42,0,0,-1,-1,0,-1,0,0,0,0,-1,0,-1,-1,1,2,8,0,0,-2,0,0,1,-1,-2,-1,-2,0,-1,0,-2,-1,"FF","RC","00","00","00","00","PP","SS","WL","DO","DE","00","00","00",0,"PP","00","00",,,,,,,,,1,1944,1,21,9999,1944,1,21,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,"WORLD WAR II","RAPIDO SOUTH I","ITALY","CASSINO","US 143RD RCT (+), 36TH INF DIV","COL MARTIN","GER 3RD/104TH PGR, 15TH PGD","GEN RODT",1,1,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"FD","OO",0,0,0,"FB0","FM0","W0CWT","00000","00000",0,1,"7700",1,"7700",0,"162","7538","1800",1,"1800",0,"13","1787",0,15,0,15,122,0,0,-1,-1,0,14,0,14,42,0,0,-1,-1,0,-1,0,0,0,0,-1,0,-1,-1,0.5,2,8,0,0,-2,0,0,1,-1,-2,-1,-2,0,-1,0,-2,-1,"FF","RC","00","00","00","00","PP","SS","WD","DO","EE","00","00","00",0,"PP","00","00",,,,,,,,,1,1944,1,20,9999,1944,1,20,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,"WORLD WAR II","RAPIDO SOUTH II","ITALY","CASSINO","US 143RD RCT (+), 36TH INF DIV","COL MARTIN","GER 3RD/104TH PGR, 15TH PGD","GEN RODT",1,1,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"FD","OO",0,0,0,"FB0","FM0","W0CWT","00000","00000",0,1,"7538",1,"7538",0,"575","6963","1800",1,"1800",0,"13","1787",0,15,0,15,122,0,0,-1,-1,0,14,0,14,42,0,0,-1,-1,0,-1,0,0,0,0,-1,0,-1,-1,0.8,2,8,0,0,-2,0,0,1,-1,-2,-1,-2,0,-1,0,-2,-1,"FF","RC","00","00","00","00","PP","SS","WL","DO","EE","00","00","00",0,"PP","00","00",,,,,,,,,1,1944,1,21,9999,1944,1,21,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,"WORLD WAR II (EUROPEAN THEATER)","BOWLING ALLEY I","ITALY","ANZIO","GER LXXVI PNZ CORPS (-)","GEN MACKENSON","US 2ND/157TH INF (+), 45TH ID","COL BROWN",2,2,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,9,"PD","FD",9,9,9,"FB0","GB0","DSTWT","00000","00000",2,-1,"14600",1,"14600",0,"1129","13471","4500",1,"4500",0,"442","4058",0,40,0,40,100,100,22,-1,-1,0,37,0,37,70,267,21,0,-1,0,0,0,0,0,1,0,0,1,-1,0.75,6,6,0,0,0,0,-1,1,1,0,0,1,1,1,0,-1,-1,"FF","00","00","EE","RF","00","RR","PP","SS","DD","00","00","00","00",0,"WD","SS","00",,,,,,,,,1,1944,2,16,9999,1944,2,19,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,"WORLD WAR II (EUROPEAN THEATER)","BOWLING ALLEY II","ITALY","ANZIO","GER LXXVI PNZ CORPS (-)","GEN MACKENSON","US 179TH INF (-)(+), 45TH ID","COL KAMMERER",2.4,2.4,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,9,"PD","FD",9,9,9,"FB0","000","DSTWT","00000","00000",2,-1,"15736",1,"15736",0,"613","15123","5050",1,"5050",0,"750","4300",0,60,0,60,100,70,19,-1,-1,0,25,0,25,70,165,9,0,-1,0,0,0,0,0,1,0,0,1,1,2,7,6,0,0,0,0,-1,1,1,0,0,1,1,1,0,-1,-1,"FF","00","00","EE","LF","00","RR","PP","SS","DD","00","00","00","00",0,"WL","RR","SS",,,,,,,,,1,1944,2,16,9999,1944,2,17,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,"WORLD WAR II (EUROPEAN THEATER)","BOWLING ALLEY III","ITALY","ANZIO","GER LXXVI PNZ CORPS (-)","GEN MACKENSON","US 180TH INF (-)(+), 45TH ID","COL DULANEY",2.6,2.6,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,9,"PD","FD",9,9,9,"FB0","000","DSTWT","00000","00000",2,-1,"10000",1,"10000",0,"439","9561","4625",1,"4625",0,"199","4426",0,20,0,20,100,100,0,-1,-1,0,7,0,7,70,267,0,0,-1,0,0,0,0,0,1,0,0,1,-1,0.2,3,6,0,0,0,0,-1,1,1,0,0,-1,1,1,0,-1,-1,"FF","00","00","EE","LF","00","RR","SS","00","DD","00","00","00","00",0,"SS","00","00",,,,,,,,,1,1944,2,16,9999,1944,2,19,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,"WORLD WAR II (EUROPEAN THEATER)","MORTAIN I","FRANCE","NORMANDY","GER ELMS 1ST SS AND 2ND PNZ DIVS","GEN LUETTWITZ","US 117TH INF (-)(+), 30TH ID","COL JOHNSON",2,2,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RM0","000","DSTST","00000","00000",2,-1,"8150",1,"8150",0,"700","7450","3700",1,"3700",0,"400","3300",0,50,0,50,18,66,5,-1,-1,0,0,0,0,34,300,0,-1,-1,0,0,0,0,0,0,0,0,1,-1,0.8,3,6,0,0,-1,0,-2,1,0,-1,0,0,1,1,0,0,0,"FF","00","00","00","00","00","PP","RR","00","DD","00","00","00","00",0,"SS","00","00",,,,,,,,,1,1944,8,7,9999,1944,8,7,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,"WORLD WAR II (EUROPEAN THEATER)","MORTAIN II","FRANCE","NORMANDY","GER ELMS 2ND SS PD AND 17TH SS PGD","COL BAUM","US 120TH INF (-)(+), 30TH ID","COL BIRKS",3,3,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"GM0","000","DSTST","00000","00000",2,-1,"8500",1,"8500",0,"375","8125","4600",1,"4600",0,"600","4000",0,30,0,30,24,66,4,-1,-1,0,8,0,8,34,300,0,-1,-1,0,0,0,0,0,0,0,0,1,-1,4,4,7,0,0,-1,0,-2,1,0,-1,0,0,1,1,0,0,0,"FF","00","00","00","00","00","PP","RR","SS","DD","00","00","00","00",0,"SS","00","00",,,,,,,,,1,1944,8,7,9999,1944,8,7,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,"WORLD WAR II","SCHMIDT I","GERMANY","SIEGFRIED LINE","US 112TH INF (+), 28TH ID","COL PETERSON","GER LXXIV CORPS (-)","GEN STRAUBE",1.7,1.7,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,9,"PD","FD",9,9,9,"RM0","GM0","WLTFT","00000","00000",0,1,"6200",1,"6200",0,"640","5560","5025",1,"5025",0,"850","4175",0,44,0,44,71,72,21,0,0,0,60,0,60,38,0,10,-1,-1,0,0,0,0,0,0,0,0,0,-1,0.85,4,7,0,0,-1,0,0,0,-1,-2,0,-1,0,0,-1,-1,-1,"FF","00","00","00","00","00","PP","RR","WL","DO","DE","00","00","00",0,"PP","00","00",,,,,,,,,1,1944,11,2,9999,1944,11,5,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,"WORLD WAR II","SCHMIDT II","GERMANY","SIEGFRIED LINE","US 110TH INF (+), 28TH ID","COL SEELY","GER LXXIV CORPS (-)","GEN STRAUBE",2,2,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,9,"PD","FD",9,9,9,"GW0","000","WLTFT","00000","00000",0,1,"4350",1,"4350",0,"163","4187","3450",1,"3450",0,"100","3350",0,0,0,0,53,0,0,0,-1,0,0,0,0,38,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0.15,3,9,0,0,-1,0,0,0,-1,-2,0,-1,0,0,0,-2,-1,"FF","00","00","EE","RF","00","RR","PP","SS","DO","FF","00","00","00",0,"RR","00","00",,,,,,,,,1,1944,11,2,9999,1944,11,3,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,"WORLD WAR II","SCHMIDT III","GERMANY","SIEGFRIED LINE","US 109TH INF (+), 28TH ID","COL STRICKLER","GER LXXIV CORPS (-)","GEN STRAUBE",1.2,1.2,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,9,"PD","FD",9,9,9,"RW0","000","WLTFT","00000","00000",0,1,"4950",1,"4950",0,"350","4600","3700",1,"3700",0,"200","3500",0,0,0,0,53,12,0,0,-1,0,6,0,6,38,0,2,-1,-1,0,0,0,0,0,0,0,0,0,-1,0.5,4,6,0,0,-1,0,0,0,-1,-1,0,-1,0,-1,0,-1,-1,"FF","00","00","00","00","00","PP","RR","00","DO","FF","00","00","00",0,"RR","00","00",,,,,,,,,1,1944,11,2,9999,1944,11,4,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,"WORLD WAR II","WAHLERSCHEID","GERMANY","SIEGFRIED LINE","US 9TH INF(+), 2ND ID","COL HIRSCHFELDER","GER LXXIV CORPS (-)","?",1,1,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,9,"PD","FD",9,9,9,"RW0","000","WLCWT","00000","00000",0,1,"8300",1,"8300",0,"370","7930","1400",1,"1400",0,"250","1150",0,28,0,28,124,0,0,0,-1,0,0,0,0,12,0,0,-1,-1,0,0,1,0,0,0,-1,0,1,1,1.1,7,4,0,1,1,0,0,1,-1,-1,0,0,0,1,0,-1,-1,"FF","00","00","00","00","00","RR","PP","00","DD","00","00","00","00",0,"WD","00","00",,,,,,,,,1,1944,12,13,9999,1944,12,16,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,"WORLD WAR II (EUROPEAN THEATER)","KRINKELT-ROCHERATH I","BELGIUM","ARDENNES","GER 12TH SS PNZDIV (-)(+)","COL KRAAS","US 3RD/23RD INF, 2ND ID","COL TUTTLE",2.5,2.5,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"GW0","000","WLCWT","00000","00000",0,-1,"3300",1,"3300",0,"100","3200","1357",1,"1357",0,"400","957",0,11,0,11,36,0,2,-1,-1,0,5,0,5,12,0,2,-1,-1,0,0,-1,0,0,1,0,0,1,1,5,5,4,0,0,1,0,0,1,1,-1,0,0,0,1,2,0,1,"FF","00","00","EE","LF","00","RR","PP","PS","DD","00","00","00","00",0,"WL","00","00",,,,,,,,,1,1944,12,17,9999,1944,12,17,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,"WORLD WAR II (EUROPEAN THEATER)","KRINKELT-ROCHERATH II","BELGIUM","ARDENNES","GER 12TH SS PNZDIV (-)(+)","COL KRAAS","US 38TH INF (-)(+), 2ND ID","COL BOOS",3,3,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RB0","RM0","WLCWT","00000","00000",0,-1,"9100",1,"9100",0,"900","8200","6600",1,"6600",0,"720","5880",0,121,0,121,99,0,41,-1,-1,0,33,0,33,52,0,13,-1,-1,0,0,0,0,0,1,0,0,1,-1,0.3,3,7,0,0,1,1,0,1,1,-1,0,-1,0,1,0,0,-1,"FF","00","00","00","00","00","PP","RR","SS","DD","00","00","00","00",0,"WD","SS","00",,,,,,,,,1,1944,12,17,9999,1944,12,19,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,"WORLD WAR II (EUROPEAN THEATER)","SCHNEE EIFEL CENTER","GERMANY","ARDENNES","GER 293RD VGRGT, 18TH VGD","COL HOFFMAN-SCHONBORN","US 423RD INF, 106TH ID","COL CAVENDER",1,1,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,9,"PD","FD",9,9,9,"GW0","RM0","D0CWT","00000","00000",3,-1,"4100",1,"4100",0,"200","3900","3900",1,"3900",0,"3700","200",0,10,0,10,68,0,0,-1,-1,0,0,0,0,18,0,0,18,-1,0,0,1,0,0,1,2,0,1,1,1,7,2,0,0,2,0,0,-1,1,0,0,2,2,2,1,0,2,"FF","00","00","EE","RR","00","PP","RR","BB","DD","00","00","00","00",0,"AA","00","00",,,,,,,,,1,1944,12,16,9999,1944,12,19,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,"WORLD WAR II (EUROPEAN THEATER)","SCHNEE EIFEL SOUTH","GERMANY","ARDENNES","GER 62ND VGDIV (+)","GEN KITTEL","US 424TH INF (+), 106TH ID","COL REID",9,9,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,9,"PD","FD",9,9,9,"GW0","000","D0CWT","00000","00000",3,-1,"11000",1,"11000",0,"200","10800","4300",1,"4300",0,"300","4000",0,26,0,26,66,0,7,-1,-1,0,0,0,0,59,0,0,-1,-1,0,0,1,0,0,1,2,0,1,1,2,6,5,0,0,-1,0,0,0,1,-1,0,0,2,0,0,-1,1,"FF","00","00","EE","LF","00","PP","SS","00","DD","00","00","00","00",0,"WD","SS","00",,,,,,,,,1,1944,12,16,9999,1944,12,16,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,"WORLD WAR II (EUROPEAN THEATER)","SCHNEE EIFEL NORTH I","GERMANY","ARDENNES","GER 18TH VGDIV (-)(+)","COL HOFFMAN-SCHONBORN","US 14TH CAV GRP (+)","COL DEVINE",6,6,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RM0","000","D0CWT","00000","00000",3,-1,"14300",1,"14300",0,"50","14250","2050",1,"2050",0,"127","1923",0,50,0,50,160,0,2,-1,-1,0,34,34,0,46,0,7,2,-1,0,0,0,0,0,1,2,0,1,1,4,8,2,0,0,2,-1,0,2,1,1,0,2,2,2,0,0,2,"FF","00","00","00","00","00","PP","BB","00","DO","FF","00","00","00",0,"RR","WD","00",,,,,,,,,1,1944,12,16,9999,1944,12,16,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
